Topic,Count,Name,Representation,Representative_Docs
10,324,10_luigimangione_ivy_murdering_murderous,"['luigimangione', 'ivy', 'murdering', 'murderous', 'rich', 'hero', 'maga', 'boston', 'kaczynski', 'trump']","[""🔥\r\n\r\nWe need to return American schools back to teaching our kids to fear God,  love people and be proud to be an American! \r\n\r\nHow many more Luigi Mangione's are radicalized and waiting in the wings?    \r\n\r\nWe have Communist Anti-American Indoctrination Institutes."", 'Turns out I was right about Luigi Mangione being a Far-Right Wing, Pro-Russia, Anti-Ukraine, and Anti-Palestine TERFascist Conservative Elitist who is Anti-Vaccine and Anti-Single Payer Healthcare.', 'Makes sense since  directly inspired rich kid like Luigi Mangione to murder someone due to his Far-Right Wing, Pro-Russia, Anti-Ukraine, Anti-Palestine, TERFascist, Anti-Vaccine, Anti-Single-Payer Healthcare, and Pro-Big Business policies.']"
11,315,11_luigimangione_shooter_suspect_murderer,"['luigimangione', 'shooter', 'suspect', 'murderer', 'assassin', 'killer', 'murdering', 'trump', 'killed', 'instead']","['Donald Trump shares opinion on Luigi Mangione:\r\n\r\n“How people can like this guy…that’s a sickness.”', 'Donald Trump just called out Luigi Mangione.\r\n\r\n""How people can like this guy... that\'s a sickness.""\r\n\r\n#Trump #LuigiMangione tickernews', 'JUST NOW:  President Trump reacts to people praising Luigi Mangione:\r\n\r\n""How people can like this guy is a sickness… maybe it’s fake news, it’s hard to believe that it could even be thought of!” -']"
12,287,12_jesus_guy_fascist_punk,"['jesus', 'guy', 'fascist', 'punk', 'face', 'right', 'hero', 'another', 'fucktarded', 'much']","['I wonder how those people in NY cheering-cheering for Mangione like he’s a hero think about if they saw other New Yorkers cheering for the guy who burned to death that lady on the subway. You would think they were sick, right?\r\n\r\nWell, that’s what YOU look like to rational  people.', 'So Mangione was a rich Anti-Capitalist also a lonely incel that shot someone in the back like a coward, got it.', ""Brian never killed a single person. Mangione is a terrorist and a fascist. Killing a people because they're capitalist is fascism, just like killing people because they're communist would be. Everybody who supports Mangione is a fascist bootlicker.""]"
13,274,13_hero_man_get_guy,"['hero', 'man', 'get', 'guy', 'put', 'joe', 'violence', 'murderer', 'killer', 'also']","['Your original point is that luigi committed terrorism. My response to that is that terrorism is a reaction, he murdered the ceo because he wanted to make a political statement, so yes he did commit terrorism. I think we should all commit terrorism in that sense', ""???? his point is that the Luigi guy would considered a terrorist. him shaking hands with a terrorist wouldn't mean Luigi isn't a terrorist LMAO???"", 'The fact that the biggest terrorists in our entire country is calling someone who just murdered ONE PERSON for political reasons a terrorist is fucking hilarious.  Yeah, Luigi does fall under the definition of terrorism, because he committed political violence.']"
14,265,14_bryan_fuck_fucking_anymore,"['bryan', 'fuck', 'fucking', 'anymore', 'remember', 'right', 'man', 'next', 'life', 'instead']","['Too late for this joke but I wish I had said “You keep one of ours out of the hospital, we put one of yours in the grave” when the Luigi stuff was starting. I highly doubt I’ll ever get another opportunity to use that one.', 'Luigi got the wrong one.', 'Luigi getting caught just like him 😭']"
15,257,15_guy_people_new_criminals,"['guy', 'people', 'new', 'criminals', 'poor', 'finally', 'put', 'think', 'go', 'bubba']","['Now you know why Luigi is in prison', 'Luigi’s going to prison and there’s nothing you can do', 'They are going to love Luigi in prison.']"
16,248,16_exactly_ceos_killer_murderer,"['exactly', 'ceos', 'killer', 'murderer', 'fuck', 'fucking', 'kill', 'stop', 'already', 'tell']","['I don’t like CEOs. Nor do I like Luigi.', 'where were they after Luigi killed the CEO?', ""Ok but Luigi's parents are richer than the guy he killed lmao. They own country clubs and yachts. Even the hero's of the left are people they claim to hate 😂\r\n\r\nA spoiled rich kid with no self control. Had the world at his fingertips and threw it away. For what? So CEOs could get…""]"
17,243,17_murderer_killer_guy_assassin,"['murderer', 'killer', 'guy', 'assassin', 'violence', 'hero', 'alleged', 'scene', 'murdering', 'kill']","['New report shows man who m*rdered UnitedHealthcare\xa0CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.', 'The man who m*rdered UnitedHealthcare\xa0CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.', '🚨NEW: The man who m*rdered UnitedHealthcare\xa0CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.']"
18,237,18_murderer_killer_killed_murders,"['murderer', 'killer', 'killed', 'murders', 'police', 'trump', 'justice', 'innocent', 'case', 'healthcare']","['The assassination by Luigi Mangione represents an example of leftwing domestic terrorism along with GOP congressional baseball practice shooting and assassination attempt of  and targeted shootings of police officers in Dallas and Louisiana in 2016.', 'The assassination by Luigi Mangione represents an example of leftwing domestic terrorism along with GOP congressional baseball practice shooting and assassination attempt of  and targeted 2023 Nashville school shooting  by a transgender man.', 'The assassination Luigi Mangione committed was an act of left-wing domestic terrorism along with the GOP congressional baseball practice shooting and assassination attempt of  and targeted 2023 Nashville school murders by a transgender man.']"
19,225,19_mob_acted_reason_three,"['mob', 'acted', 'reason', 'three', 'assassinated', 'killed', 'murderer', 'pedo', 'right', 'situation']","['Kyle killed in self defense.\r\nLuigi did not.\r\nSee the difference?', 'Kyle = Self Defense\r\nLuigi = Back shooting murderer', 'Luigi is a murder. Kyle Rittenhouse isn’t!']"
20,209,20_ceos_murderer_killer_murdering,"['ceos', 'murderer', 'killer', 'murdering', 'insane', 'guy', 'killed', 'hero', 'care', 'wealthy']","[""Luigi wasn't even a member of United Health insurance.\r\n\r\nHe was from a wealthy family, went to very expensive private school & then Ivy league college. You think he was not getting health care? His family filed a missing person report on him. They had $$$.\r\n\r\nHis story is bull."", ""He's talking about Luigi murdering United healthcare CEO. You think this guy Luigi is a hero?"", 'Well, thanks to Luigi, our healthcare problems are solved!\r\n\r\nHe murdered a random insurance company guy, and that’s going to fix everything!\r\n\r\nHealthcare is all better now! \r\n\r\nYou’re a psycho.']"
21,199,21_assassin_murderer_hero_criminal,"['assassin', 'murderer', 'hero', 'criminal', 'vigilante', 'murdering', 'violent', 'fighter', 'killed', 'violence']","[""Fascinating—but also rather disturbing—article from .\r\n\r\nTo think by virtue of being friendly and kind online you might meet someone capable of such pure evil.\r\n\r\nAnd how inexplicably stupid. Why throw away your own life and take another's for no good reason."", 'If you celebrate someone gunning down a defenceless person in the street, then you advocate for a world in which this is an acceptable thing ... to do. You in fact advocate for a world in which a stranger can decide that you’re also a bad person, and gun you down in the street', '""If you celebrate someone gunning down a defenseless person in the street, then you advocate for a world in which this is... acceptable... for anyone to do. You... advocate for a world in which a stranger can decide that you’re also a bad person, & gun you down in the street.""']"
22,175,22_scott_trump_murderer_deranged,"['scott', 'trump', 'murderer', 'deranged', 'daniel', 'case', 'right', 'acted', 'guy', 'meanwhile']","['Luigi Mangione is a murderer and Daniel Penny is not. It’s that simple.', 'CNN just compared Daniel Penny to Luigi Mangione, ""Tell me, which vigilante action is okay?""\r\n\r\nDaniel Penny is an American hero!', ""Well, Mangione is a murderer and Daniel Penny isn't.""]"
23,159,23_murdering_donald_murderers_murderer,"['murdering', 'donald', 'murderers', 'murderer', 'violent', 'worshipping', 'trump', 'heroes', 'violence', 'killed']","['When  Luigi Mangione shot and killed the healthcare CEO, the left practically praise him for doing so…not a word about gun control….\r\n\r\nSadly, the same people will be advocating for gun control over the Madison Wisconsin School shooting..\r\n\r\nHypocrites who play politics.', 'Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \r\n\r\nA psychopath shoots up a school in Wisconsin and the Left calls for gun control.\r\n\r\nAre we starting to understand their outrage about guns is 100% fake?', 'Luigi Mangione shoots the healthcare CEO in New York and the Left celebrates and makes candles worshipping him. \r\n\r\nA left wing psychopath shoots up a school in Wisconsin and the Left calls for gun control.\r\n\r\nAre we starting to understand their outrage about guns is 100% fake?']"
24,49,24_killed_kill_lives_acted,"['killed', 'kill', 'lives', 'acted', 'executed', 'heroes', 'jury', 'hero', 'circumstances', 'planned']","[""Rittenhouse and Penny acted in legal self defense, Mangione shot a murdered a guy in cold blood.\r\n\r\nIt's not hard."", ""False equivalence. \r\n\r\nMangione stalked someone who didn't pose a threat to their personal safety & shot him in the back.\r\n\r\nRittenhouse justifiably defended himself against unprovoked attacks. \r\nAll supported by witness testimony & video evidence.\r\nNo law(s) were violated."", ""False equivalence. \r\n\r\nMangione stalked someone who didn't pose a threat to his personal safety & shot him in the back.\r\n\r\nRittenhouse justifiably defended himself against unprovoked attacks. \r\nAll supported by witness testimony & video evidence.\r\nNo law(s) were violated.""]"
