Topic,Count,Name,Representation,Representative_Docs
10,668,10_luigimangione_mario_xluigi_mc,"['luigimangione', 'mario', 'xluigi', 'mc', 'hero', 'king', 'thug', 'elon', 'legend', 'nothin']","['as he should be! FREE LUIGI', 'FREE $LUIGI 🫡', ""I'm here for my free luigi's""]"
11,660,11_princess_wonderful_magione_fr,"['princess', 'wonderful', 'magione', 'fr', 'job', 'next', 'mission', 'lana', 'god', 'let']","['Thank you Luigi‼️', 'thank u luigi', 'Thank you $LUIGI .']"
12,599,12_killer_killed_allegedly_right,"['killer', 'killed', 'allegedly', 'right', 'guy', 'billionaire', 'kill', 'man', 'fucking', 'much']","['Yes people would be mad at Luigi if he murdered someone that’s innocent! But the thing is that the greedy CEO that got killed, was responsible for countless deaths after HIS company denied health insurance claims, just so they could shove more money into their pockets.', 'Ted Bundy was a serial killer, Luigi hasn’t killed anyone', 'The CEO that was killed is directly responsible for the suffering and deaths of many people through denied Healthcare. \r\n\r\nLuigi killed in cold blood, but the person who died is for the benefit of many. A death that was needed; but done in a horrible way.']"
13,567,13_shooter_killer_hero_murderer,"['shooter', 'killer', 'hero', 'murderer', 'sympathy', 'guy', 'laden', 'killed', 'care', 'man']","['Brian Thompson killed more people than his killer.', 'Brian Thompson killed more people than his killer so….', 'He murdered a mass murderer. Brian Thompson was responsible for the deaths of thousands.']"
14,542,14_luigimangione_hero_brianthompson_assassin,"['luigimangione', 'hero', 'brianthompson', 'assassin', 'said', 'man', 'case', 'saint', 'lives', 'killed']","['Health insurance CEO killer Luigi Mangione has been taken into custody and was carrying a manifesto that listed his grievances with the insurance industry:\r\n\r\n“I do apologize for any strife or trauma. But it had to be done. These parasites had it coming.”', ""Canadian Jury:\r\n'Americans pay money for healthcare and then they are denied healthcare.'\r\n\r\nWhat did Luigi Mangione say that was wrong?\r\n\r\n“These parasites had it coming … I do apologize for any strife and trauma, but it had to be done.”\r\n- Luigi Mangione ()"", 'Luigi Mangione’s Manifesto:\r\n\r\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…']"
15,527,15_luigimangione_mangioni_kimmel_case,"['luigimangione', 'mangioni', 'kimmel', 'case', 'givesendgo', 'abc', 'shooter', 'money', 'bail', 'family']","['🚨Legal fund for Luigi Mangione 🫣\r\nHe’s dealing with FEDERAL court now!', '🚨 Luigi Mangione Legal Fund For Shooting Suspect', 'Free this man. \r\n\r\nLegal Fund: Luigi Mangione - CEO Shooting Suspect']"
16,471,16_much_right_fuck_better,"['much', 'right', 'fuck', 'better', 'fucking', 'way', 'hero', 'think', 'money', 'pay']","[""American health insurance is a fucking scam, millions of people suffer every year because they're denied coverage. Free $luigi."", '$FREE LUIGI $FREE HEALTHCARE', 'Free Luigi and charge the healthcare industry! Healthcare should be a universal right!!!!']"
17,465,17_shooters_mayor_eric_killed,"['shooters', 'mayor', 'eric', 'killed', 'right', 'adams', 'kill', 'case', 'instead', 'man']","['Healthcare For All ,Cute Deny Defend Depose T-Shirt - Official Free Luigi', 'Deny defend depose Luigi the hero T-Shirt - Deny Defend Depose', 'Official Deny Defend Depose – Free luigi Mug - Deny Defend Depose']"
18,465,18_gonna_right_hero_man,"['gonna', 'right', 'hero', 'man', 'better', 'go', 'went', 'guy', 'let', 'shooter']","['the real shooter. luigi is a patsy', 'Luigi was a fall guy.', 'Because it is. Luigi is the fall guy. Pretty sure they found a guy who looks like the shooter and are gonna hold him until they get the real guy.\r\n\r\nNow of course, will the publicly say the got the wrong guy when they catch the real one? We shall never know.']"
19,409,19_pengu_golem_andy_brett,"['pengu', 'golem', 'andy', 'brett', 'shib', 'babyshib', 'gofundme', 'much', 'fucking', 'man']","['Wrong one is going to jail, free Luigi', ""Then I'm going to jail then (to be with Luigi)"", 'Jail 😭 \r\n\r\n(But not for Luigi)']"
20,406,20_brianthompson_shooter_taylor_fuck,"['brianthompson', 'shooter', 'taylor', 'fuck', 'assassin', 'rich', 'cover', 'saving', 'hero', 'guy']","['Maybe someone’s dying mother’s insurance claims were denied one too many times?', 'UnitedHealthCare CEO was killed and Oligarchs are crying about it. Multitudes of people are dying due to being denied Health Insurance meanwhile Oligarchs are crying about one Health Insurance CEO dying. \r\n\r\nOligarchs kill us by denying and delaying Health Insurance but are…', ""Insurance companies make profits from denying to help people. UnitedHealthcare Group had a 32% claim denial rate in 2023, they've done more than just ruin people's lives, they've killed people. I don't think people who do OF kill thousands of people per year.""]"
21,319,21_fuck_care_john_die,"['fuck', 'care', 'john', 'die', 'man', 'much', 'time', 'lives', 'hell', 'also']","['I think everyone knows he killed united CEO Brian Thompson, who murdered countless Americans by profiting off of their denied health care claims, I’m sorry ur too stupid to know this info for yourself /;', ""Today, we mourn the death of United Healthcare CEO Brian Thompson, gunned down.... wait, I'm sorry - today we mourn the deaths of the 68,000 Americans who needlessly die each year so that insurance company execs like Brian Thompson can become multimillionaires."", 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.']"
22,273,22_justice_hero_violence_shooter,"['justice', 'hero', 'violence', 'shooter', 'innocent', 'martyr', 'police', 'terrorize', 'kill', 'killed']","['School shootings aren’t terrorism. Mall shootings aren’t terrorism. Concert shootings aren’t terrorism. \r\n\r\nMaking CEOs afraid is terrorism. \r\n\r\nWho do you think the police and court systems are designed to protect?', 'I don’t know why people are mad at the terrorism charge given to Luigi it was an act of terrorism, it made the American elite terrified', 'Killing a CEO isn’t terrorism and charging Luigi with that is nothing more than them trying to make an example out of him to scare others. His lawyer has his work cut out for him but that charge is complete bullshit. Mass shooters aren’t charged with terrorism. School shooters…']"
23,200,23_case_said_hope_man,"['case', 'said', 'hope', 'man', 'guy', 'trump', 'perp', 'gonna', 'right', 'good']","['Just remember, if you are a part of any jury, you have a right to look up jury nullification. Especially for a certain Luigi.', 'Jury nullification will #FreeLuigi!!\r\n\r\nThink any jury UNANIMOUSLY would convict him of anything when the 99% was rooting for the guy who killed the #UnitedHealthcare CEO all along?\r\n\r\n#LuigiMangione needs only demand a jury trial!!', 'Whoever is on that jury better know what jury nullification is']"
24,161,24_luigimangione_joe_next_presidentmangione,"['luigimangione', 'joe', 'next', 'presidentmangione', 'better', 'italians', 'right', 'last', 'freeluigimangione', 'j6']","['Should Biden pardon Luigi?', 'Should BIden Pardon Luigi?', 'Should Biden pardon Luigi Mangione?']"
