Topic,Count,Name,Representation,Representative_Docs
10,56,10_2yd5hnw3ijsasqjkhettdzuyartbgknofydxzoh3vvud_god_78bknkm69pya322wyn1zbbtqk6jipjqhenzkvr7jmeuq_goodluck,"['2yd5hnw3ijsasqjkhettdzuyartbgknofydxzoh3vvud', 'god', '78bknkm69pya322wyn1zbbtqk6jipjqhenzkvr7jmeuq', 'goodluck', 'hung', 'hope', 'helluva', 'job', 'haecunzty8guoaknn5yuwpmxinsj337cotrmdcx86msa', '2025']","['Hey Luigi! Thank you, good to see you chirping in. Cheers!', 'Thank you Luigi 💋', 'Good morning Luigi 🌷☕️🙋\u200d♀️\nThank you so much 💙🤍\U0001fa77\nHave a great new week 🌷❄️☃️🌲🪵\U0001fa75\U0001fa77💙']"
11,55,11_insurance_ceos_healthcare_killed,"['insurance', 'ceos', 'healthcare', 'killed', 'extremists', 'died', 'extremist', 'policies', 'brianthompson', 'shooter']","['How many innocent people did United Healthcare (UNH) CEO Brian Thompson kill and injure by his unethical, immoral, fraudulent corporate kleptocratic medical insurance industry? UNH had one of the highest claims denial rate in the industry history.\n\nThis is just another arm of the…', 'Everybody - including the NYPD - knows that it is the UnitedHealthCare CEO who was the ""extremist"". You cannot get more extreme that UnitedHealthcare CEO’s mass-murder of 400,000 Americans: yet the NYPD extremists are still allowing UnitedHealthCare to murder US citizens daily.', 'Everybody - including the NYPD - knows that it is the UnitedHealthcare CEO who was the ""extremist"". You cannot get more extreme that UnitedHealthcare CEO’s mass-murder of 400,000 Americans: yet the NYPD extremists are still allowing UnitedHealthCare to murder US citizens daily.']"
12,54,12_peterstein_desperation_systemic_guy,"['peterstein', 'desperation', 'systemic', 'guy', 'owned', 'rotten', 'gun', 'equity', 'shot', 'cops']","['nothing to do with abstraction. people who do what you are suggesting are sloths, useless, they get nothing done in their own life let alone in society.\n\nLuigi was successful and took his own time seriously by all counts', ""Which is why Luigi should be looked at as the hero he is.\n\nYou can't fight within a system if that system is owned by the very people you are fighting against.\n\nThats like trying to fight a war when only one side has access to weapons and equipment."", 'Wrong, if that guy was the one who did what Luigi did, I’d still think he was based af lol. But as it stands, he set a woman on fire so I think he sucks. And it works the other way: I’d think Luigi sucked if he set a woman alight, but he didn’t.']"
13,53,13_unwell_filthier_blowed_rescue,"['unwell', 'filthier', 'blowed', 'rescue', 'jeffrey', 'persecuting', 'fuck', 'vacation', 'concerned', 'bolsonaro']","['$luigi free', 'Free $Luigi', 'FREE HIM']"
14,52,14_care_right_lmao_killer,"['care', 'right', 'lmao', 'killer', 'lol', 'killed', 'murderer', 'kill', 'seems', 'lot']","['I have a theory. \nLuigi is NOT the killer but a madly smart person. \nSaw the news. Knew he looked passable as the killer. Set up all these things to convince someone he was. Got arrested and is about to be found innocent based on the grounds of not enough evidence.\nSues NYPD. Win', 'I’m calling BS on Luigi being the shooter. \nHis eyebrows give it away.\n\nIt looks more like the Citibike research guy is the guy in the photo the NYPD released.\nWhy would someone be scraping random Citibike data for weeks unless they were MKUltra? \n\nAnd we haven’t heard another…', 'i literally just used luigi as an example. a person who saw someone awful and took it into his own hands. yall love him for that but somehow find it bad that people want to do the same to a man who literally burned a woman alive. feels like im missing something here.']"
15,48,15_rich_poor_healthcare_billionaires,"['rich', 'poor', 'healthcare', 'billionaires', 'media', 'reason', 'political', 'right', 'oligarchs', 'hope']","['The fact that Luigi comes from a wealthy family and his political ideas are more centrist/ right it’s turning the debate into a poor vs rich problem instead of a left vs right problem.\n\nViva la revolución', 'I mean the luigi case is more of a economic class thing in my mind the political, both left and right can come together and try changing the system that abuses all of them which I think is pretty beautiful even tho I am pretty fat right myself', 'The corporate media is trying so hard to divide us and paint Luigi in a bad light and everything they do just makes the movement grow exponentially. Keep the billionaires, the oligarchs, the elites and ceos SCARED. Its working. #FreeLuigi #FreeLuigiMangione #RevolutionNow']"
16,48,16_luigicoin_chillguy_promise_next,"['luigicoin', 'chillguy', 'promise', 'next', 'meme', 'support', 'come', 'cause', 'fella', 'luigimangione']","['$luigi is a revolution \nThe next cult. \nBuy the token and support the cause. \n$luigi to flip UnitedHealthcare\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', 'GM❤️\n$luigi is a movement.\nThe next cult. \nBuy the token and support the cause. \n$luigi to flip UnitedHealthcare\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', '$luigi is a movement.\nThe next cult. \nBuy the token and support the cause. \n$luigi to flip UnitedHealthcare\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump']"
17,47,17_obamacare_healthcare_billionaires_medicaid,"['obamacare', 'healthcare', 'billionaires', 'medicaid', 'insurance', 'health', 'greed', 'medical', 'profit', 'wealthy']","[""Luigi allegedly killed a scapegoat for deadly socialized medicine. Luigi didn't try to end the FDA. Socialists won't kill those who imposed Obamacare & other socialized medicine in the USA. They didn't kill the socialists Stalin, Mao, Hitler, Pol Pot, the Kim thugs, etc."", ""luigi allegedly killed a scapegoat for deadly socialized medicine. Socialists won't kill those who imposed Obamacare & other socialized medicine in the USA. They didn't kill the socialists Stalin, Mao, Hitler, Pol Pot, Ho Chi Minh, the Kim thugs, etc. Socialists kill others."", ""Luigi allegedly killed a scapegoat for deadly socialized medicine. Socialists won't kill those who imposed Obamacare & other socialized medicine in the USA. They didn't kill the socialists Stalin, Mao, Hitler, Pol Pot, Ho Chi Minh, the Kim thugs, etc. Socialists kill others.""]"
18,43,18_guns_psychopaths_che_outlaw,"['guns', 'psychopaths', 'che', 'outlaw', 'karl', 'hero', 'explaining', 'case', 'writer', 'optimistic']","['It looks like a larp. The original story with the mom sounds like it was written earlier, then details from today were added. Completely fake, and now Community Notes agrees too.\n\nLuigi is a better writer than whoever made that manifesto is, check out his X account.', ""Luigi wearing a Hood while he did his civic duty, makes him a modern day Robin Hood \n(Tho not all Robin Hood's wore hoods) #SherwoodMemes #FreeLuigiMangione #DefendDenyDepose"", 'Luigi is a Modern Day Robin Hood, a folkhero!✊🏴\nThe blood of an outlaw it flows in our veins!\n#DenyDelayDepose #FreeLuigi\n""If you thought that we would do nothing, \nYou’ve misunderstood! \nFor we are the Sons and Daughters, of Robin Hood!""\n~ Sons and Daughters By Damh the Bard']"
19,41,19_luigis_mario_lawyer_failing,"['luigis', 'mario', 'lawyer', 'failing', 'ultra', 'deranged', 'agent', 'murdaaa', 'letting', 'trial']","['compromised with hallucinogens, hypnotized and then a gypsy MK ultra CIA agent can control his body slowly fading out and letting luigi think he did it. The agent controls the vessel (luigis body) and then backs out to control his conscious internal voice telling him what to do', 'If OJ was innocent then Luigi is definitely innocent.', 'He is innocent $luigi']"
20,39,20_healthcare_lawyer_industry_killer,"['healthcare', 'lawyer', 'industry', 'killer', 'denied', 'trial', 'sympathy', 'acquitted', 'corrupt', 'responsible']","['The working class has a right to defend itself. Luigi did not commit a crime. JURY NULLIFICATION NOW!', 'It’s not set up for it to be fair and he won’t have a fair trial. There won’t be a jury, and he will somehow get the death penalty, and health premiums will skyrocket as a retaliation American people siding with Luigi. We are a very corrupt government', 'Think about it geopolitically.\nWant to free Palestine? Free Luigi via jury nullification.\nWant to get the US out of Ukrain asap to end the threat of nuclear escalation? Free Luigi via jury nullification.\nWant to avoid the coming war with China? Free Luigi via jury nullification.']"
21,39,21_headlines_justice_luigion_larry,"['headlines', 'justice', 'luigion', 'larry', 'revolution', 'unstoppable', 'takes', 'revolutionary', 'luigibook', 'armed']","[""Looking for a fun holiday game?\nSend tweets to CEO's reminding them the 99% outnumber them, the 1% don't have their backs.\nAnd EVERY person who walks past them could be the next 'luigi'.\nEVERY.\nPERSON."", '$luigi revolution has started\nDon""t fade', 'BOOK OF LUIGI - $LUIGIBOOK\n\n👍 Luigi takes center stage, bold, daring, and armed with a mission to shake up the system. From headlines to the spotlight, $LUIGIBOOK is for those who defy the odds and rewrite the game. No shadows, no second place, just power, grit, and fearless…']"
22,33,22_larry_guy_lethally_karen,"['larry', 'guy', 'lethally', 'karen', 'fully', 'lawyer', 'innocent', 'thought', 'bussy', 'ratted']","['Even better as the guy arrives at prison the prisoners are chanting ""free luigi"".', 'after my show ended the news started playing and one of the guys that arrested luigi said they didn’t even give it a second thought they just knew it was him… free my man they messed up', 'I knew people who did hard time in the pen \n\n100% guarantee you this Luigi guy is officially their mob boss\n\nWhether he gets out or not matters fuck all when you have goons outside listening to your every words\n\nHe ain’t trippin’']"
23,15,23_healthcare_god_defendant_police,"['healthcare', 'god', 'defendant', 'police', 'convince', 'fucking', 'obamacare', 'trump', 'prosecution', 'activist']","['we don’t want Police hurry trial for Luigi. Speak to prosecution. Obama hired Luigi to boost Obamacare. Now he’s ordered Joe commucate pardon Luigi. Unless his trial takes long into Trump presidency. Can he do it now even though he hasn’t been convicted.', 'If any Biden staffer really wants to see pardon reform happen they should convince Biden to pardon Luigi on his way out the door.', 'If Joe Biden can pardon Hunter Biden he should also pardon Luigi Mangione\n\nFREE LUIGI MANGIONE! 😍']"
24,13,24_risk_paying_story_smoking,"['risk', 'paying', 'story', 'smoking', 'exactly', 'interview', 'liberty', 'costs', 'monopoly', 'independent']","['it would be so funny if ikaw si luigi imagine narelease ka sa jail then opened twitter seeing people thirsting over you plus yung mga edits na ginawa sayu😭', '$xLuigi has arrived!\nJoin the movement for freedom today—don’t forget to DYOR.\n•Twitter: \n•Telegram: \n•CA: D8Rc4vKqPZ6jAGb6BD8YYmDp4iZhw6ychLnF6JScmoon\n\n#luigi #freeluigi ##FreeLuigiMangione #pixelworld', 'Join the fight for freedom with $xLuigi!\nResearch is key—DYOR before joining.\n•Twitter: \n•Telegram: \n•CA: D8Rc4vKqPZ6jAGb6BD8YYmDp4iZhw6ychLnF6JScmoon\n\n#luigi #freeluigi ##FreeLuigiMangione #pixelworld']"
